"m","n","p","heter","tau","distri","method","rate","length","tp"
140,200,500,0,0.25,cauchy,cocqs,0.3,252,1
140,200,500,0,0.5,normal,cqcs,0.22,3,3
140,200,500,0,0.5,normal,aocqs,0.22,3,3
140,200,500,0,0.5,normal,cocqs,0.22,4,3
140,200,500,0,0.5,cauchy,cqcs,0.3,11,3
140,200,500,0,0.5,cauchy,aocqs,0.3,11,3
140,200,500,0,0.5,cauchy,cocqs,0.3,123,2
140,200,500,0,0.75,normal,cqcs,0.22,3,3
140,200,500,0,0.75,normal,aocqs,0.22,4,3
140,200,500,0,0.75,normal,cocqs,0.22,5,3
140,200,500,0,0.75,cauchy,cqcs,0.3,18,3
140,200,500,0,0.75,cauchy,aocqs,0.3,76,2
140,200,500,0,0.75,cauchy,cocqs,0.3,185,1
140,200,500,1,0.25,normal,cqcs,0.325,3,3
140,200,500,1,0.25,normal,aocqs,0.325,3,3
140,200,500,1,0.25,normal,cocqs,0.325,8,3
140,200,500,1,0.25,cauchy,cqcs,0.32,151,2
140,200,500,1,0.25,cauchy,aocqs,0.32,151,2
140,200,500,1,0.25,cauchy,cocqs,0.32,464,1
140,200,500,1,0.5,normal,cqcs,0.305,3,3
140,200,500,1,0.5,normal,aocqs,0.305,3,3
140,200,500,1,0.5,normal,cocqs,0.305,123,2
140,200,500,1,0.5,cauchy,cqcs,0.25,42,2
140,200,500,1,0.5,cauchy,aocqs,0.25,42,2
140,200,500,1,0.5,cauchy,cocqs,0.25,255,1
140,200,500,1,0.75,normal,cqcs,0.235,4,3
140,200,500,1,0.75,normal,aocqs,0.235,12,3
140,200,500,1,0.75,normal,cocqs,0.235,195,1
140,200,500,1,0.75,cauchy,cqcs,0.24,470,1
140,200,500,1,0.75,cauchy,aocqs,0.24,353,1
140,200,500,1,0.75,cauchy,cocqs,0.24,451,1
141,100,100,0,0.25,normal,cqcs,0.23,4,3
141,100,100,0,0.25,normal,aocqs,0.23,4,3
141,100,100,0,0.25,normal,cocqs,0.23,11,3
141,100,100,0,0.25,cauchy,cqcs,0.28,20,3
141,100,100,0,0.25,cauchy,aocqs,0.28,20,3
141,100,100,0,0.25,cauchy,cocqs,0.28,57,2
141,100,100,0,0.5,normal,cqcs,0.23,3,3
141,100,100,0,0.5,normal,aocqs,0.23,3,3
141,100,100,0,0.5,normal,cocqs,0.23,4,3
141,100,100,0,0.5,cauchy,cqcs,0.28,5,3
141,100,100,0,0.5,cauchy,aocqs,0.28,8,3
141,100,100,0,0.5,cauchy,cocqs,0.28,93,2
141,100,100,0,0.75,normal,cqcs,0.23,5,3
141,100,100,0,0.75,normal,aocqs,0.23,15,3
141,100,100,0,0.75,normal,cocqs,0.23,61,2
141,100,100,0,0.75,cauchy,cqcs,0.28,12,3
141,100,100,0,0.75,cauchy,aocqs,0.28,65,1
141,100,100,0,0.75,cauchy,cocqs,0.28,30,1
141,100,100,1,0.25,normal,cqcs,0.36,27,2
141,100,100,1,0.25,normal,aocqs,0.36,27,2
141,100,100,1,0.25,normal,cocqs,0.36,17,3
141,100,100,1,0.25,cauchy,cqcs,0.39,21,3
141,100,100,1,0.25,cauchy,aocqs,0.39,21,3
141,100,100,1,0.25,cauchy,cocqs,0.39,86,1
141,100,100,1,0.5,normal,cqcs,0.32,12,3
141,100,100,1,0.5,normal,aocqs,0.32,6,3
141,100,100,1,0.5,normal,cocqs,0.32,73,1
141,100,100,1,0.5,cauchy,cqcs,0.35,50,2
141,100,100,1,0.5,cauchy,aocqs,0.35,43,2
141,100,100,1,0.5,cauchy,cocqs,0.35,75,1
141,100,100,1,0.75,normal,cqcs,0.25,52,2
141,100,100,1,0.75,normal,aocqs,0.25,48,2
141,100,100,1,0.75,normal,cocqs,0.25,94,1
141,100,100,1,0.75,cauchy,cqcs,0.25,79,1
141,100,100,1,0.75,cauchy,aocqs,0.25,94,1
141,100,100,1,0.75,cauchy,cocqs,0.25,78,1
141,100,200,0,0.25,normal,cqcs,0.22,7,3
141,100,200,0,0.25,normal,aocqs,0.22,7,3
141,100,200,0,0.25,normal,cocqs,0.22,63,2
141,100,200,0,0.25,cauchy,cqcs,0.3,82,2
141,100,200,0,0.25,cauchy,aocqs,0.3,82,2
141,100,200,0,0.25,cauchy,cocqs,0.3,125,2
141,100,200,0,0.5,normal,cqcs,0.22,3,3
141,100,200,0,0.5,normal,aocqs,0.22,3,3
141,100,200,0,0.5,normal,cocqs,0.22,47,1
141,100,200,0,0.5,cauchy,cqcs,0.3,7,3
141,100,200,0,0.5,cauchy,aocqs,0.3,7,3
141,100,200,0,0.5,cauchy,cocqs,0.3,124,2
141,100,200,0,0.75,normal,cqcs,0.22,3,3
141,100,200,0,0.75,normal,aocqs,0.22,5,3
141,100,200,0,0.75,normal,cocqs,0.22,71,2
141,100,200,0,0.75,cauchy,cqcs,0.3,8,3
141,100,200,0,0.75,cauchy,aocqs,0.3,91,2
141,100,200,0,0.75,cauchy,cocqs,0.3,55,1
141,100,200,1,0.25,normal,cqcs,0.29,12,3
141,100,200,1,0.25,normal,aocqs,0.29,12,3
141,100,200,1,0.25,normal,cocqs,0.29,69,2
141,100,200,1,0.25,cauchy,cqcs,0.41,19,3
141,100,200,1,0.25,cauchy,aocqs,0.41,19,3
141,100,200,1,0.25,cauchy,cocqs,0.41,101,2
141,100,200,1,0.5,normal,cqcs,0.23,127,2
141,100,200,1,0.5,normal,aocqs,0.23,127,2
141,100,200,1,0.5,normal,cocqs,0.23,131,1
141,100,200,1,0.5,cauchy,cqcs,0.3,64,2
141,100,200,1,0.5,cauchy,aocqs,0.3,64,2
141,100,200,1,0.5,cauchy,cocqs,0.3,180,1
141,100,200,1,0.75,normal,cqcs,0.24,61,1
141,100,200,1,0.75,normal,aocqs,0.24,199,1
141,100,200,1,0.75,normal,cocqs,0.24,181,1
141,100,200,1,0.75,cauchy,cqcs,0.3,175,2
141,100,200,1,0.75,cauchy,aocqs,0.3,154,2
141,100,200,1,0.75,cauchy,cocqs,0.3,117,1
141,100,500,0,0.25,normal,cqcs,0.22,10,3
141,100,500,0,0.25,normal,aocqs,0.22,10,3
141,100,500,0,0.25,normal,cocqs,0.22,52,1
141,100,500,0,0.25,cauchy,cqcs,0.33,13,3
141,100,500,0,0.25,cauchy,aocqs,0.33,13,3
141,100,500,0,0.25,cauchy,cocqs,0.33,276,1
141,100,500,0,0.5,normal,cqcs,0.22,8,3
141,100,500,0,0.5,normal,aocqs,0.22,9,3
141,100,500,0,0.5,normal,cocqs,0.22,8,3
141,100,500,0,0.5,cauchy,cqcs,0.33,12,3
141,100,500,0,0.5,cauchy,aocqs,0.33,18,3
141,100,500,0,0.5,cauchy,cocqs,0.33,115,1
141,100,500,0,0.75,normal,cqcs,0.22,4,3
141,100,500,0,0.75,normal,aocqs,0.22,15,3
141,100,500,0,0.75,normal,cocqs,0.22,143,2
141,100,500,0,0.75,cauchy,cqcs,0.33,8,3
141,100,500,0,0.75,cauchy,aocqs,0.33,31,2
141,100,500,0,0.75,cauchy,cocqs,0.33,237,1
141,100,500,1,0.25,normal,cqcs,0.33,23,2
141,100,500,1,0.25,normal,aocqs,0.33,23,2
141,100,500,1,0.25,normal,cocqs,0.33,317,1
141,100,500,1,0.25,cauchy,cqcs,0.38,193,0
141,100,500,1,0.25,cauchy,aocqs,0.38,193,0
141,100,500,1,0.25,cauchy,cocqs,0.38,442,0
141,100,500,1,0.5,normal,cqcs,0.26,131,2
141,100,500,1,0.5,normal,aocqs,0.26,131,2
141,100,500,1,0.5,normal,cocqs,0.26,482,1
141,100,500,1,0.5,cauchy,cqcs,0.37,94,2
141,100,500,1,0.5,cauchy,aocqs,0.37,125,2
141,100,500,1,0.5,cauchy,cocqs,0.37,424,1
141,100,500,1,0.75,normal,cqcs,0.24,463,2
141,100,500,1,0.75,normal,aocqs,0.24,365,2
141,100,500,1,0.75,normal,cocqs,0.24,391,1
141,100,500,1,0.75,cauchy,cqcs,0.3,145,1
141,100,500,1,0.75,cauchy,aocqs,0.3,180,1
141,100,500,1,0.75,cauchy,cocqs,0.3,299,1
141,200,100,0,0.25,normal,cqcs,0.24,3,3
141,200,100,0,0.25,normal,aocqs,0.24,3,3
141,200,100,0,0.25,normal,cocqs,0.24,3,3
141,200,100,0,0.25,cauchy,cqcs,0.29,3,3
141,200,100,0,0.25,cauchy,aocqs,0.29,3,3
141,200,100,0,0.25,cauchy,cocqs,0.29,5,3
141,200,100,0,0.5,normal,cqcs,0.24,3,3
141,200,100,0,0.5,normal,aocqs,0.24,3,3
141,200,100,0,0.5,normal,cocqs,0.24,3,3
141,200,100,0,0.5,cauchy,cqcs,0.29,3,3
141,200,100,0,0.5,cauchy,aocqs,0.29,3,3
141,200,100,0,0.5,cauchy,cocqs,0.29,5,3
141,200,100,0,0.75,normal,cqcs,0.24,3,3
141,200,100,0,0.75,normal,aocqs,0.24,4,3
141,200,100,0,0.75,normal,cocqs,0.24,3,3
141,200,100,0,0.75,cauchy,cqcs,0.29,3,3
141,200,100,0,0.75,cauchy,aocqs,0.29,7,3
141,200,100,0,0.75,cauchy,cocqs,0.29,9,3
141,200,100,1,0.25,normal,cqcs,0.33,3,3
141,200,100,1,0.25,normal,aocqs,0.33,3,3
141,200,100,1,0.25,normal,cocqs,0.33,38,2
141,200,100,1,0.25,cauchy,cqcs,0.325,3,3
141,200,100,1,0.25,cauchy,aocqs,0.325,3,3
141,200,100,1,0.25,cauchy,cocqs,0.325,89,2
141,200,100,1,0.5,normal,cqcs,0.285,3,3
141,200,100,1,0.5,normal,aocqs,0.285,3,3
141,200,100,1,0.5,normal,cocqs,0.285,30,3
141,200,100,1,0.5,cauchy,cqcs,0.3,4,3
141,200,100,1,0.5,cauchy,aocqs,0.3,4,3
141,200,100,1,0.5,cauchy,cocqs,0.3,54,2
141,200,100,1,0.75,normal,cqcs,0.23,5,3
141,200,100,1,0.75,normal,aocqs,0.23,5,3
141,200,100,1,0.75,normal,cocqs,0.23,93,1
141,200,100,1,0.75,cauchy,cqcs,0.255,45,2
141,200,100,1,0.75,cauchy,aocqs,0.255,83,2
141,200,100,1,0.75,cauchy,cocqs,0.255,36,3
141,200,200,0,0.25,normal,cqcs,0.265,3,3
141,200,200,0,0.25,normal,aocqs,0.265,3,3
141,200,200,0,0.25,normal,cocqs,0.265,3,3
141,200,200,0,0.25,cauchy,cqcs,0.275,24,3
141,200,200,0,0.25,cauchy,aocqs,0.275,24,3
141,200,200,0,0.25,cauchy,cocqs,0.275,158,1
141,200,200,0,0.5,normal,cqcs,0.265,3,3
141,200,200,0,0.5,normal,aocqs,0.265,3,3
141,200,200,0,0.5,normal,cocqs,0.265,3,3
141,200,200,0,0.5,cauchy,cqcs,0.275,3,3
141,200,200,0,0.5,cauchy,aocqs,0.275,3,3
141,200,200,0,0.5,cauchy,cocqs,0.275,19,3
141,200,200,0,0.75,normal,cqcs,0.265,3,3
141,200,200,0,0.75,normal,aocqs,0.265,3,3
141,200,200,0,0.75,normal,cocqs,0.265,3,3
141,200,200,0,0.75,cauchy,cqcs,0.275,3,3
141,200,200,0,0.75,cauchy,aocqs,0.275,4,3
141,200,200,0,0.75,cauchy,cocqs,0.275,80,2
141,200,200,1,0.25,normal,cqcs,0.345,3,3
141,200,200,1,0.25,normal,aocqs,0.345,3,3
141,200,200,1,0.25,normal,cocqs,0.345,80,1
141,200,200,1,0.25,cauchy,cqcs,0.365,43,2
141,200,200,1,0.25,cauchy,aocqs,0.365,43,2
141,200,200,1,0.25,cauchy,cocqs,0.365,92,2
141,200,200,1,0.5,normal,cqcs,0.27,3,3
141,200,200,1,0.5,normal,aocqs,0.27,3,3
141,200,200,1,0.5,normal,cocqs,0.27,25,3
141,200,200,1,0.5,cauchy,cqcs,0.285,3,3
141,200,200,1,0.5,cauchy,aocqs,0.285,3,3
141,200,200,1,0.5,cauchy,cocqs,0.285,109,2
141,200,200,1,0.75,normal,cqcs,0.235,17,3
141,200,200,1,0.75,normal,aocqs,0.235,14,3
141,200,200,1,0.75,normal,cocqs,0.235,195,2
141,200,200,1,0.75,cauchy,cqcs,0.24,50,2
141,200,200,1,0.75,cauchy,aocqs,0.24,86,2
141,200,200,1,0.75,cauchy,cocqs,0.24,172,1
141,200,500,0,0.25,normal,cqcs,0.265,3,3
141,200,500,0,0.25,normal,aocqs,0.265,3,3
141,200,500,0,0.25,normal,cocqs,0.265,3,3
141,200,500,0,0.25,cauchy,cqcs,0.32,23,3
141,200,500,0,0.25,cauchy,aocqs,0.32,23,3
141,200,500,0,0.25,cauchy,cocqs,0.32,57,2
141,200,500,0,0.5,normal,cqcs,0.265,3,3
141,200,500,0,0.5,normal,aocqs,0.265,3,3
141,200,500,0,0.5,normal,cocqs,0.265,3,3
141,200,500,0,0.5,cauchy,cqcs,0.32,3,3
141,200,500,0,0.5,cauchy,aocqs,0.32,3,3
141,200,500,0,0.5,cauchy,cocqs,0.32,5,3
141,200,500,0,0.75,normal,cqcs,0.265,3,3
141,200,500,0,0.75,normal,aocqs,0.265,3,3
141,200,500,0,0.75,normal,cocqs,0.265,3,3
141,200,500,0,0.75,cauchy,cqcs,0.32,6,3
141,200,500,0,0.75,cauchy,aocqs,0.32,11,3
141,200,500,0,0.75,cauchy,cocqs,0.32,6,3
141,200,500,1,0.25,normal,cqcs,0.335,3,3
141,200,500,1,0.25,normal,aocqs,0.335,3,3
141,200,500,1,0.25,normal,cocqs,0.335,63,2
141,200,500,1,0.25,cauchy,cqcs,0.375,70,2
141,200,500,1,0.25,cauchy,aocqs,0.375,70,2
141,200,500,1,0.25,cauchy,cocqs,0.375,125,1
141,200,500,1,0.5,normal,cqcs,0.315,3,3
141,200,500,1,0.5,normal,aocqs,0.315,3,3
141,200,500,1,0.5,normal,cocqs,0.315,190,1
141,200,500,1,0.5,cauchy,cqcs,0.315,8,3
141,200,500,1,0.5,cauchy,aocqs,0.315,8,3
141,200,500,1,0.5,cauchy,cocqs,0.315,437,1
141,200,500,1,0.75,normal,cqcs,0.28,4,3
141,200,500,1,0.75,normal,aocqs,0.28,4,3
141,200,500,1,0.75,normal,cocqs,0.28,471,1
141,200,500,1,0.75,cauchy,cqcs,0.29,171,2
141,200,500,1,0.75,cauchy,aocqs,0.29,191,2
141,200,500,1,0.75,cauchy,cocqs,0.29,442,1
142,100,100,0,0.25,normal,cqcs,0.26,3,3
142,100,100,0,0.25,normal,aocqs,0.26,3,3
142,100,100,0,0.25,normal,cocqs,0.26,50,2
142,100,100,0,0.25,cauchy,cqcs,0.3,19,3
142,100,100,0,0.25,cauchy,aocqs,0.3,19,3
142,100,100,0,0.25,cauchy,cocqs,0.3,79,1
142,100,100,0,0.5,normal,cqcs,0.26,4,3
142,100,100,0,0.5,normal,aocqs,0.26,4,3
142,100,100,0,0.5,normal,cocqs,0.26,99,2
142,100,100,0,0.5,cauchy,cqcs,0.3,5,3
142,100,100,0,0.5,cauchy,aocqs,0.3,6,3
142,100,100,0,0.5,cauchy,cocqs,0.3,42,2
142,100,100,0,0.75,normal,cqcs,0.26,5,3
142,100,100,0,0.75,normal,aocqs,0.26,3,3
142,100,100,0,0.75,normal,cocqs,0.26,66,2
142,100,100,0,0.75,cauchy,cqcs,0.3,7,3
142,100,100,0,0.75,cauchy,aocqs,0.3,20,3
142,100,100,0,0.75,cauchy,cocqs,0.3,87,2
142,100,100,1,0.25,normal,cqcs,0.34,89,2
142,100,100,1,0.25,normal,aocqs,0.34,89,2
142,100,100,1,0.25,normal,cocqs,0.34,29,2
142,100,100,1,0.25,cauchy,cqcs,0.37,56,2
142,100,100,1,0.25,cauchy,aocqs,0.37,56,2
142,100,100,1,0.25,cauchy,cocqs,0.37,32,1
142,100,100,1,0.5,normal,cqcs,0.28,6,3
142,100,100,1,0.5,normal,aocqs,0.28,6,3
142,100,100,1,0.5,normal,cocqs,0.28,32,2
142,100,100,1,0.5,cauchy,cqcs,0.3,5,3
142,100,100,1,0.5,cauchy,aocqs,0.3,5,3
142,100,100,1,0.5,cauchy,cocqs,0.3,89,1
142,100,100,1,0.75,normal,cqcs,0.24,38,1
142,100,100,1,0.75,normal,aocqs,0.24,70,1
142,100,100,1,0.75,normal,cocqs,0.24,98,1
142,100,100,1,0.75,cauchy,cqcs,0.28,63,1
142,100,100,1,0.75,cauchy,aocqs,0.28,81,1
142,100,100,1,0.75,cauchy,cocqs,0.28,77,2
142,100,200,0,0.25,normal,cqcs,0.29,5,3
142,100,200,0,0.25,normal,aocqs,0.29,5,3
142,100,200,0,0.25,normal,cocqs,0.29,37,1
142,100,200,0,0.25,cauchy,cqcs,0.29,74,2
142,100,200,0,0.25,cauchy,aocqs,0.29,74,2
142,100,200,0,0.25,cauchy,cocqs,0.29,193,0
142,100,200,0,0.5,normal,cqcs,0.29,3,3
142,100,200,0,0.5,normal,aocqs,0.29,3,3
142,100,200,0,0.5,normal,cocqs,0.29,22,2
142,100,200,0,0.5,cauchy,cqcs,0.29,35,2
142,100,200,0,0.5,cauchy,aocqs,0.29,35,2
142,100,200,0,0.5,cauchy,cocqs,0.29,104,2
142,100,200,0,0.75,normal,cqcs,0.29,3,3
142,100,200,0,0.75,normal,aocqs,0.29,19,3
142,100,200,0,0.75,normal,cocqs,0.29,9,3
142,100,200,0,0.75,cauchy,cqcs,0.29,62,2
142,100,200,0,0.75,cauchy,aocqs,0.29,140,2
142,100,200,0,0.75,cauchy,cocqs,0.29,69,2
142,100,200,1,0.25,normal,cqcs,0.34,36,2
142,100,200,1,0.25,normal,aocqs,0.34,36,2
142,100,200,1,0.25,normal,cocqs,0.34,101,1
142,100,200,1,0.25,cauchy,cqcs,0.35,48,1
142,100,200,1,0.25,cauchy,aocqs,0.35,48,1
142,100,200,1,0.25,cauchy,cocqs,0.35,31,1
142,100,200,1,0.5,normal,cqcs,0.3,13,3
142,100,200,1,0.5,normal,aocqs,0.3,13,3
142,100,200,1,0.5,normal,cocqs,0.3,108,1
142,100,200,1,0.5,cauchy,cqcs,0.33,18,3
142,100,200,1,0.5,cauchy,aocqs,0.33,18,3
142,100,200,1,0.5,cauchy,cocqs,0.33,174,1
142,100,200,1,0.75,normal,cqcs,0.25,93,2
142,100,200,1,0.75,normal,aocqs,0.25,33,2
142,100,200,1,0.75,normal,cocqs,0.25,155,1
142,100,200,1,0.75,cauchy,cqcs,0.3,105,1
142,100,200,1,0.75,cauchy,aocqs,0.3,197,1
142,100,200,1,0.75,cauchy,cocqs,0.3,172,1
142,100,500,0,0.25,normal,cqcs,0.2,9,3
142,100,500,0,0.25,normal,aocqs,0.2,9,3
142,100,500,0,0.25,normal,cocqs,0.2,38,2
142,100,500,0,0.25,cauchy,cqcs,0.27,194,0
142,100,500,0,0.25,cauchy,aocqs,0.27,194,0
142,100,500,0,0.25,cauchy,cocqs,0.27,279,0
142,100,500,0,0.5,normal,cqcs,0.2,8,3
142,100,500,0,0.5,normal,aocqs,0.2,8,3
142,100,500,0,0.5,normal,cocqs,0.2,20,3
142,100,500,0,0.5,cauchy,cqcs,0.27,155,2
142,100,500,0,0.5,cauchy,aocqs,0.27,155,2
142,100,500,0,0.5,cauchy,cocqs,0.27,104,1
142,100,500,0,0.75,normal,cqcs,0.2,3,3
142,100,500,0,0.75,normal,aocqs,0.2,31,2
142,100,500,0,0.75,normal,cocqs,0.2,207,2
142,100,500,0,0.75,cauchy,cqcs,0.27,105,2
142,100,500,0,0.75,cauchy,aocqs,0.27,139,1
142,100,500,0,0.75,cauchy,cocqs,0.27,136,0
142,100,500,1,0.25,normal,cqcs,0.3,24,2
142,100,500,1,0.25,normal,aocqs,0.3,24,2
142,100,500,1,0.25,normal,cocqs,0.3,455,2
142,100,500,1,0.25,cauchy,cqcs,0.35,490,2
142,100,500,1,0.25,cauchy,aocqs,0.35,490,2
142,100,500,1,0.25,cauchy,cocqs,0.35,301,2
142,100,500,1,0.5,normal,cqcs,0.27,6,3
142,100,500,1,0.5,normal,aocqs,0.27,6,3
142,100,500,1,0.5,normal,cocqs,0.27,369,1
142,100,500,1,0.5,cauchy,cqcs,0.27,393,1
142,100,500,1,0.5,cauchy,aocqs,0.27,393,1
142,100,500,1,0.5,cauchy,cocqs,0.27,238,2
142,100,500,1,0.75,normal,cqcs,0.21,58,2
142,100,500,1,0.75,normal,aocqs,0.21,409,2
142,100,500,1,0.75,normal,cocqs,0.21,297,1
142,100,500,1,0.75,cauchy,cqcs,0.27,482,1
142,100,500,1,0.75,cauchy,aocqs,0.27,393,1
142,100,500,1,0.75,cauchy,cocqs,0.27,207,2
142,200,100,0,0.25,normal,cqcs,0.23,3,3
142,200,100,0,0.25,normal,aocqs,0.23,3,3
142,200,100,0,0.25,normal,cocqs,0.23,3,3
142,200,100,0,0.25,cauchy,cqcs,0.275,3,3
142,200,100,0,0.25,cauchy,aocqs,0.275,3,3
142,200,100,0,0.25,cauchy,cocqs,0.275,45,2
142,200,100,0,0.5,normal,cqcs,0.23,3,3
142,200,100,0,0.5,normal,aocqs,0.23,3,3
142,200,100,0,0.5,normal,cocqs,0.23,3,3
142,200,100,0,0.5,cauchy,cqcs,0.275,3,3
142,200,100,0,0.5,cauchy,aocqs,0.275,3,3
142,200,100,0,0.5,cauchy,cocqs,0.275,4,3
142,200,100,0,0.75,normal,cqcs,0.23,3,3
142,200,100,0,0.75,normal,aocqs,0.23,3,3
142,200,100,0,0.75,normal,cocqs,0.23,7,3
142,200,100,0,0.75,cauchy,cqcs,0.275,3,3
142,200,100,0,0.75,cauchy,aocqs,0.275,10,3
142,200,100,0,0.75,cauchy,cocqs,0.275,41,2
142,200,100,1,0.25,normal,cqcs,0.265,3,3
142,200,100,1,0.25,normal,aocqs,0.265,3,3
142,200,100,1,0.25,normal,cocqs,0.265,45,2
142,200,100,1,0.25,cauchy,cqcs,0.305,27,3
142,200,100,1,0.25,cauchy,aocqs,0.305,27,3
142,200,100,1,0.25,cauchy,cocqs,0.305,99,2
142,200,100,1,0.5,normal,cqcs,0.21,4,3
142,200,100,1,0.5,normal,aocqs,0.21,4,3
142,200,100,1,0.5,normal,cocqs,0.21,70,2
142,200,100,1,0.5,cauchy,cqcs,0.265,3,3
142,200,100,1,0.5,cauchy,aocqs,0.265,3,3
142,200,100,1,0.5,cauchy,cocqs,0.265,72,1
142,200,100,1,0.75,normal,cqcs,0.185,13,3
142,200,100,1,0.75,normal,aocqs,0.185,11,3
142,200,100,1,0.75,normal,cocqs,0.185,81,1
142,200,100,1,0.75,cauchy,cqcs,0.23,12,3
142,200,100,1,0.75,cauchy,aocqs,0.23,35,3
142,200,100,1,0.75,cauchy,cocqs,0.23,82,1
142,200,200,0,0.25,normal,cqcs,0.22,3,3
142,200,200,0,0.25,normal,aocqs,0.22,3,3
142,200,200,0,0.25,normal,cocqs,0.22,3,3
142,200,200,0,0.25,cauchy,cqcs,0.29,3,3
142,200,200,0,0.25,cauchy,aocqs,0.29,3,3
142,200,200,0,0.25,cauchy,cocqs,0.29,66,2
142,200,200,0,0.5,normal,cqcs,0.22,3,3
142,200,200,0,0.5,normal,aocqs,0.22,3,3
142,200,200,0,0.5,normal,cocqs,0.22,3,3
142,200,200,0,0.5,cauchy,cqcs,0.29,3,3
142,200,200,0,0.5,cauchy,aocqs,0.29,3,3
142,200,200,0,0.5,cauchy,cocqs,0.29,5,3
142,200,200,0,0.75,normal,cqcs,0.22,3,3
142,200,200,0,0.75,normal,aocqs,0.22,3,3
142,200,200,0,0.75,normal,cocqs,0.22,3,3
142,200,200,0,0.75,cauchy,cqcs,0.29,9,3
142,200,200,0,0.75,cauchy,aocqs,0.29,25,3
142,200,200,0,0.75,cauchy,cocqs,0.29,16,3
142,200,200,1,0.25,normal,cqcs,0.255,5,3
142,200,200,1,0.25,normal,aocqs,0.255,5,3
142,200,200,1,0.25,normal,cocqs,0.255,129,2
142,200,200,1,0.25,cauchy,cqcs,0.32,37,3
142,200,200,1,0.25,cauchy,aocqs,0.32,37,3
142,200,200,1,0.25,cauchy,cocqs,0.32,109,2
142,200,200,1,0.5,normal,cqcs,0.215,3,3
142,200,200,1,0.5,normal,aocqs,0.215,3,3
142,200,200,1,0.5,normal,cocqs,0.215,131,2
142,200,200,1,0.5,cauchy,cqcs,0.285,21,3
142,200,200,1,0.5,cauchy,aocqs,0.285,21,3
142,200,200,1,0.5,cauchy,cocqs,0.285,179,1
142,200,200,1,0.75,normal,cqcs,0.175,6,3
142,200,200,1,0.75,normal,aocqs,0.175,13,3
142,200,200,1,0.75,normal,cocqs,0.175,121,2
142,200,200,1,0.75,cauchy,cqcs,0.285,14,3
142,200,200,1,0.75,cauchy,aocqs,0.285,13,3
142,200,200,1,0.75,cauchy,cocqs,0.285,117,2
142,200,500,0,0.25,normal,cqcs,0.24,3,3
142,200,500,0,0.25,normal,aocqs,0.24,3,3
142,200,500,0,0.25,normal,cocqs,0.24,3,3
142,200,500,0,0.25,cauchy,cqcs,0.27,7,3
142,200,500,0,0.25,cauchy,aocqs,0.27,7,3
142,200,500,0,0.25,cauchy,cocqs,0.27,108,2
142,200,500,0,0.5,normal,cqcs,0.24,3,3
142,200,500,0,0.5,normal,aocqs,0.24,3,3
142,200,500,0,0.5,normal,cocqs,0.24,3,3
142,200,500,0,0.5,cauchy,cqcs,0.27,4,3
142,200,500,0,0.5,cauchy,aocqs,0.27,4,3
142,200,500,0,0.5,cauchy,cocqs,0.27,20,3
142,200,500,0,0.75,normal,cqcs,0.24,3,3
142,200,500,0,0.75,normal,aocqs,0.24,3,3
142,200,500,0,0.75,normal,cocqs,0.24,3,3
142,200,500,0,0.75,cauchy,cqcs,0.27,4,3
142,200,500,0,0.75,cauchy,aocqs,0.27,3,3
142,200,500,0,0.75,cauchy,cocqs,0.27,25,3
142,200,500,1,0.25,normal,cqcs,0.31,3,3
142,200,500,1,0.25,normal,aocqs,0.31,3,3
142,200,500,1,0.25,normal,cocqs,0.31,67,2
142,200,500,1,0.25,cauchy,cqcs,0.33,44,2
142,200,500,1,0.25,cauchy,aocqs,0.33,44,2
142,200,500,1,0.25,cauchy,cocqs,0.33,382,2
142,200,500,1,0.5,normal,cqcs,0.265,3,3
142,200,500,1,0.5,normal,aocqs,0.265,3,3
142,200,500,1,0.5,normal,cocqs,0.265,258,2
142,200,500,1,0.5,cauchy,cqcs,0.26,74,2
142,200,500,1,0.5,cauchy,aocqs,0.26,74,2
142,200,500,1,0.5,cauchy,cocqs,0.26,461,1
142,200,500,1,0.75,normal,cqcs,0.22,6,3
142,200,500,1,0.75,normal,aocqs,0.22,14,3
142,200,500,1,0.75,normal,cocqs,0.22,311,1
142,200,500,1,0.75,cauchy,cqcs,0.25,65,2
142,200,500,1,0.75,cauchy,aocqs,0.25,35,3
142,200,500,1,0.75,cauchy,cocqs,0.25,341,1
143,100,100,0,0.25,normal,cqcs,0.35,4,3
143,100,100,0,0.25,normal,aocqs,0.35,4,3
143,100,100,0,0.25,normal,cocqs,0.35,7,3
143,100,100,0,0.25,cauchy,cqcs,0.29,12,3
143,100,100,0,0.25,cauchy,aocqs,0.29,12,3
143,100,100,0,0.25,cauchy,cocqs,0.29,50,0
143,100,100,0,0.5,normal,cqcs,0.35,3,3
143,100,100,0,0.5,normal,aocqs,0.35,3,3
143,100,100,0,0.5,normal,cocqs,0.35,23,2
143,100,100,0,0.5,cauchy,cqcs,0.29,4,3
143,100,100,0,0.5,cauchy,aocqs,0.29,4,3
143,100,100,0,0.5,cauchy,cocqs,0.29,10,3
143,100,100,0,0.75,normal,cqcs,0.35,3,3
143,100,100,0,0.75,normal,aocqs,0.35,7,3
143,100,100,0,0.75,normal,cocqs,0.35,8,3
143,100,100,0,0.75,cauchy,cqcs,0.29,6,3
143,100,100,0,0.75,cauchy,aocqs,0.29,20,3
143,100,100,0,0.75,cauchy,cocqs,0.29,9,3
