"m","n","p","heter","tau","distri","method","rate","length","tp"
3,100,200,0,0.75,normal,aocqs,0.28,13,3
3,100,200,0,0.75,normal,cocqs,0.28,25,2
3,100,200,0,0.75,cauchy,cqcs,0.39,16,3
3,100,200,0,0.75,cauchy,aocqs,0.39,92,2
3,100,200,0,0.75,cauchy,cocqs,0.39,19,3
3,100,200,1,0.25,normal,cqcs,0.38,22,2
3,100,200,1,0.25,normal,aocqs,0.38,22,2
3,100,200,1,0.25,normal,cocqs,0.38,128,1
3,100,200,1,0.25,cauchy,cqcs,0.44,109,2
3,100,200,1,0.25,cauchy,aocqs,0.44,109,2
3,100,200,1,0.25,cauchy,cocqs,0.44,168,1
3,100,200,1,0.5,normal,cqcs,0.27,83,2
3,100,200,1,0.5,normal,aocqs,0.27,83,2
3,100,200,1,0.5,normal,cocqs,0.27,122,1
3,100,200,1,0.5,cauchy,cqcs,0.38,156,2
3,100,200,1,0.5,cauchy,aocqs,0.38,193,2
3,100,200,1,0.5,cauchy,cocqs,0.38,145,1
3,100,200,1,0.75,normal,cqcs,0.24,98,2
3,100,200,1,0.75,normal,aocqs,0.24,60,2
3,100,200,1,0.75,normal,cocqs,0.24,126,1
3,100,200,1,0.75,cauchy,cqcs,0.32,157,2
3,100,200,1,0.75,cauchy,aocqs,0.32,159,2
3,100,200,1,0.75,cauchy,cocqs,0.32,193,1
3,100,500,0,0.25,normal,cqcs,0.21,3,3
3,100,500,0,0.25,normal,aocqs,0.21,3,3
3,100,500,0,0.25,normal,cocqs,0.21,3,3
3,100,500,0,0.25,cauchy,cqcs,0.37,5,3
3,100,500,0,0.25,cauchy,aocqs,0.37,5,3
3,100,500,0,0.25,cauchy,cocqs,0.37,364,2
3,100,500,0,0.5,normal,cqcs,0.21,4,3
3,100,500,0,0.5,normal,aocqs,0.21,4,3
3,100,500,0,0.5,normal,cocqs,0.21,83,2
3,100,500,0,0.5,cauchy,cqcs,0.37,3,3
3,100,500,0,0.5,cauchy,aocqs,0.37,6,3
3,100,500,0,0.5,cauchy,cocqs,0.37,41,2
3,100,500,0,0.75,normal,cqcs,0.21,21,3
3,100,500,0,0.75,normal,aocqs,0.21,31,2
3,100,500,0,0.75,normal,cocqs,0.21,168,2
3,100,500,0,0.75,cauchy,cqcs,0.37,17,3
3,100,500,0,0.75,cauchy,aocqs,0.37,42,2
3,100,500,0,0.75,cauchy,cocqs,0.37,104,2
3,100,500,1,0.25,normal,cqcs,0.32,17,3
3,100,500,1,0.25,normal,aocqs,0.32,17,3
3,100,500,1,0.25,normal,cocqs,0.32,162,1
3,100,500,1,0.25,cauchy,cqcs,0.37,43,2
3,100,500,1,0.25,cauchy,aocqs,0.37,43,2
3,100,500,1,0.25,cauchy,cocqs,0.37,291,1
3,100,500,1,0.5,normal,cqcs,0.25,16,3
3,100,500,1,0.5,normal,aocqs,0.25,16,3
3,100,500,1,0.5,normal,cocqs,0.25,200,1
3,100,500,1,0.5,cauchy,cqcs,0.38,17,3
3,100,500,1,0.5,cauchy,aocqs,0.38,21,3
3,100,500,1,0.5,cauchy,cocqs,0.38,85,1
3,100,500,1,0.75,normal,cqcs,0.2,112,2
3,100,500,1,0.75,normal,aocqs,0.2,88,1
3,100,500,1,0.75,normal,cocqs,0.2,463,1
3,100,500,1,0.75,cauchy,cqcs,0.3,487,1
3,100,500,1,0.75,cauchy,aocqs,0.3,348,1
3,100,500,1,0.75,cauchy,cocqs,0.3,235,1
3,200,100,0,0.25,normal,cqcs,0.235,3,3
3,200,100,0,0.25,normal,aocqs,0.235,3,3
3,200,100,0,0.25,normal,cocqs,0.235,8,3
3,200,100,0,0.25,cauchy,cqcs,0.395,5,3
3,200,100,0,0.25,cauchy,aocqs,0.395,5,3
3,200,100,0,0.25,cauchy,cocqs,0.395,35,3
3,200,100,0,0.5,normal,cqcs,0.235,3,3
3,200,100,0,0.5,normal,aocqs,0.235,3,3
3,200,100,0,0.5,normal,cocqs,0.235,7,3
3,200,100,0,0.5,cauchy,cqcs,0.395,3,3
3,200,100,0,0.5,cauchy,aocqs,0.395,4,3
3,200,100,0,0.5,cauchy,cocqs,0.395,11,3
3,200,100,0,0.75,normal,cqcs,0.235,3,3
3,200,100,0,0.75,normal,aocqs,0.235,6,3
3,200,100,0,0.75,normal,cocqs,0.235,24,3
3,200,100,0,0.75,cauchy,cqcs,0.395,10,3
3,200,100,0,0.75,cauchy,aocqs,0.395,32,3
3,200,100,0,0.75,cauchy,cocqs,0.395,6,3
3,200,100,1,0.25,normal,cqcs,0.26,24,3
3,200,100,1,0.25,normal,aocqs,0.26,24,3
3,200,100,1,0.25,normal,cocqs,0.26,99,2
3,200,100,1,0.25,cauchy,cqcs,0.405,10,3
3,200,100,1,0.25,cauchy,aocqs,0.405,10,3
3,200,100,1,0.25,cauchy,cocqs,0.405,21,3
3,200,100,1,0.5,normal,cqcs,0.255,25,3
3,200,100,1,0.5,normal,aocqs,0.255,25,3
3,200,100,1,0.5,normal,cocqs,0.255,74,2
3,200,100,1,0.5,cauchy,cqcs,0.355,6,3
3,200,100,1,0.5,cauchy,aocqs,0.355,8,3
3,200,100,1,0.5,cauchy,cocqs,0.355,94,2
3,200,100,1,0.75,normal,cqcs,0.225,12,3
3,200,100,1,0.75,normal,aocqs,0.225,16,3
3,200,100,1,0.75,normal,cocqs,0.225,34,3
3,200,100,1,0.75,cauchy,cqcs,0.305,65,2
3,200,100,1,0.75,cauchy,aocqs,0.305,68,2
3,200,100,1,0.75,cauchy,cocqs,0.305,89,2
3,200,200,0,0.25,normal,cqcs,0.26,5,3
3,200,200,0,0.25,normal,aocqs,0.26,5,3
3,200,200,0,0.25,normal,cocqs,0.26,3,3
3,200,200,0,0.25,cauchy,cqcs,0.285,25,3
3,200,200,0,0.25,cauchy,aocqs,0.285,25,3
3,200,200,0,0.25,cauchy,cocqs,0.285,182,2
3,200,200,0,0.5,normal,cqcs,0.26,3,3
3,200,200,0,0.5,normal,aocqs,0.26,3,3
3,200,200,0,0.5,normal,cocqs,0.26,3,3
3,200,200,0,0.5,cauchy,cqcs,0.285,8,3
3,200,200,0,0.5,cauchy,aocqs,0.285,8,3
3,200,200,0,0.5,cauchy,cocqs,0.285,32,3
3,200,200,0,0.75,normal,cqcs,0.26,3,3
3,200,200,0,0.75,normal,aocqs,0.26,4,3
3,200,200,0,0.75,normal,cocqs,0.26,3,3
3,200,200,0,0.75,cauchy,cqcs,0.285,11,3
3,200,200,0,0.75,cauchy,aocqs,0.285,16,3
3,200,200,0,0.75,cauchy,cocqs,0.285,101,2
3,200,200,1,0.25,normal,cqcs,0.315,9,3
3,200,200,1,0.25,normal,aocqs,0.315,9,3
3,200,200,1,0.25,normal,cocqs,0.315,129,2
3,200,200,1,0.25,cauchy,cqcs,0.33,34,3
3,200,200,1,0.25,cauchy,aocqs,0.33,34,3
3,200,200,1,0.25,cauchy,cocqs,0.33,37,3
3,200,200,1,0.5,normal,cqcs,0.255,24,3
3,200,200,1,0.5,normal,aocqs,0.255,24,3
3,200,200,1,0.5,normal,cocqs,0.255,99,1
3,200,200,1,0.5,cauchy,cqcs,0.29,6,3
3,200,200,1,0.5,cauchy,aocqs,0.29,6,3
3,200,200,1,0.5,cauchy,cocqs,0.29,98,1
3,200,200,1,0.75,normal,cqcs,0.225,134,2
3,200,200,1,0.75,normal,aocqs,0.225,170,2
3,200,200,1,0.75,normal,cocqs,0.225,85,2
3,200,200,1,0.75,cauchy,cqcs,0.275,41,2
3,200,200,1,0.75,cauchy,aocqs,0.275,32,3
3,200,200,1,0.75,cauchy,cocqs,0.275,187,1
3,200,500,0,0.25,normal,cqcs,0.28,4,3
3,200,500,0,0.25,normal,aocqs,0.28,4,3
3,200,500,0,0.25,normal,cocqs,0.28,10,3
3,200,500,0,0.25,cauchy,cqcs,0.32,5,3
3,200,500,0,0.25,cauchy,aocqs,0.32,5,3
3,200,500,0,0.25,cauchy,cocqs,0.32,107,2
3,200,500,0,0.5,normal,cqcs,0.28,3,3
3,200,500,0,0.5,normal,aocqs,0.28,4,3
3,200,500,0,0.5,normal,cocqs,0.28,15,3
3,200,500,0,0.5,cauchy,cqcs,0.32,3,3
3,200,500,0,0.5,cauchy,aocqs,0.32,3,3
3,200,500,0,0.5,cauchy,cocqs,0.32,59,2
3,200,500,0,0.75,normal,cqcs,0.28,3,3
3,200,500,0,0.75,normal,aocqs,0.28,4,3
3,200,500,0,0.75,normal,cocqs,0.28,92,2
3,200,500,0,0.75,cauchy,cqcs,0.32,4,3
3,200,500,0,0.75,cauchy,aocqs,0.32,6,3
3,200,500,0,0.75,cauchy,cocqs,0.32,31,3
3,200,500,1,0.25,normal,cqcs,0.335,11,3
3,200,500,1,0.25,normal,aocqs,0.335,11,3
3,200,500,1,0.25,normal,cocqs,0.335,465,1
3,200,500,1,0.25,cauchy,cqcs,0.37,6,3
3,200,500,1,0.25,cauchy,aocqs,0.37,6,3
3,200,500,1,0.25,cauchy,cocqs,0.37,263,1
3,200,500,1,0.5,normal,cqcs,0.275,106,2
3,200,500,1,0.5,normal,aocqs,0.275,106,2
3,200,500,1,0.5,normal,cocqs,0.275,83,1
3,200,500,1,0.5,cauchy,cqcs,0.32,3,3
3,200,500,1,0.5,cauchy,aocqs,0.32,3,3
3,200,500,1,0.5,cauchy,cocqs,0.32,438,1
3,200,500,1,0.75,normal,cqcs,0.24,28,3
3,200,500,1,0.75,normal,aocqs,0.24,37,3
3,200,500,1,0.75,normal,cocqs,0.24,375,2
3,200,500,1,0.75,cauchy,cqcs,0.32,7,3
3,200,500,1,0.75,cauchy,aocqs,0.32,11,3
3,200,500,1,0.75,cauchy,cocqs,0.32,380,1
4,100,100,0,0.25,normal,cqcs,0.31,3,3
4,100,100,0,0.25,normal,aocqs,0.31,3,3
4,100,100,0,0.25,normal,cocqs,0.31,15,3
4,100,100,0,0.25,cauchy,cqcs,0.29,3,3
4,100,100,0,0.25,cauchy,aocqs,0.29,3,3
4,100,100,0,0.25,cauchy,cocqs,0.29,56,1
4,100,100,0,0.5,normal,cqcs,0.31,3,3
4,100,100,0,0.5,normal,aocqs,0.31,3,3
4,100,100,0,0.5,normal,cocqs,0.31,14,3
4,100,100,0,0.5,cauchy,cqcs,0.29,3,3
4,100,100,0,0.5,cauchy,aocqs,0.29,3,3
4,100,100,0,0.5,cauchy,cocqs,0.29,59,2
4,100,100,0,0.75,normal,cqcs,0.31,3,3
4,100,100,0,0.75,normal,aocqs,0.31,3,3
4,100,100,0,0.75,normal,cocqs,0.31,8,3
4,100,100,0,0.75,cauchy,cqcs,0.29,5,3
4,100,100,0,0.75,cauchy,aocqs,0.29,8,3
4,100,100,0,0.75,cauchy,cocqs,0.29,7,3
4,100,100,1,0.25,normal,cqcs,0.34,6,3
4,100,100,1,0.25,normal,aocqs,0.34,6,3
4,100,100,1,0.25,normal,cocqs,0.34,94,1
4,100,100,1,0.25,cauchy,cqcs,0.37,5,3
4,100,100,1,0.25,cauchy,aocqs,0.37,5,3
4,100,100,1,0.25,cauchy,cocqs,0.37,94,1
4,100,100,1,0.5,normal,cqcs,0.35,3,3
4,100,100,1,0.5,normal,aocqs,0.35,3,3
4,100,100,1,0.5,normal,cocqs,0.35,90,1
4,100,100,1,0.5,cauchy,cqcs,0.31,12,3
4,100,100,1,0.5,cauchy,aocqs,0.31,12,3
4,100,100,1,0.5,cauchy,cocqs,0.31,51,2
4,100,100,1,0.75,normal,cqcs,0.27,9,3
4,100,100,1,0.75,normal,aocqs,0.27,35,2
4,100,100,1,0.75,normal,cocqs,0.27,98,1
4,100,100,1,0.75,cauchy,cqcs,0.26,71,2
4,100,100,1,0.75,cauchy,aocqs,0.26,83,2
4,100,100,1,0.75,cauchy,cocqs,0.26,57,1
4,100,200,0,0.25,normal,cqcs,0.2,4,3
4,100,200,0,0.25,normal,aocqs,0.2,4,3
4,100,200,0,0.25,normal,cocqs,0.2,5,3
4,100,200,0,0.25,cauchy,cqcs,0.36,9,3
4,100,200,0,0.25,cauchy,aocqs,0.36,9,3
4,100,200,0,0.25,cauchy,cocqs,0.36,171,1
4,100,200,0,0.5,normal,cqcs,0.2,3,3
4,100,200,0,0.5,normal,aocqs,0.2,3,3
4,100,200,0,0.5,normal,cocqs,0.2,7,3
4,100,200,0,0.5,cauchy,cqcs,0.36,3,3
4,100,200,0,0.5,cauchy,aocqs,0.36,3,3
4,100,200,0,0.5,cauchy,cocqs,0.36,53,2
4,100,200,0,0.75,normal,cqcs,0.2,3,3
4,100,200,0,0.75,normal,aocqs,0.2,5,3
4,100,200,0,0.75,normal,cocqs,0.2,5,3
4,100,200,0,0.75,cauchy,cqcs,0.36,5,3
4,100,200,0,0.75,cauchy,aocqs,0.36,67,2
4,100,200,0,0.75,cauchy,cocqs,0.36,46,1
4,100,200,1,0.25,normal,cqcs,0.26,4,3
4,100,200,1,0.25,normal,aocqs,0.26,4,3
4,100,200,1,0.25,normal,cocqs,0.26,153,1
4,100,200,1,0.25,cauchy,cqcs,0.39,7,3
4,100,200,1,0.25,cauchy,aocqs,0.39,7,3
4,100,200,1,0.25,cauchy,cocqs,0.39,166,1
4,100,200,1,0.5,normal,cqcs,0.2,7,3
4,100,200,1,0.5,normal,aocqs,0.2,7,3
4,100,200,1,0.5,normal,cocqs,0.2,191,1
4,100,200,1,0.5,cauchy,cqcs,0.33,5,3
4,100,200,1,0.5,cauchy,aocqs,0.33,7,3
4,100,200,1,0.5,cauchy,cocqs,0.33,48,1
4,100,200,1,0.75,normal,cqcs,0.21,28,2
4,100,200,1,0.75,normal,aocqs,0.21,94,1
4,100,200,1,0.75,normal,cocqs,0.21,128,1
4,100,200,1,0.75,cauchy,cqcs,0.31,47,2
4,100,200,1,0.75,cauchy,aocqs,0.31,34,2
4,100,200,1,0.75,cauchy,cocqs,0.31,160,1
4,100,500,0,0.25,normal,cqcs,0.22,8,3
4,100,500,0,0.25,normal,aocqs,0.22,8,3
4,100,500,0,0.25,normal,cocqs,0.22,24,2
4,100,500,0,0.25,cauchy,cqcs,0.31,10,3
4,100,500,0,0.25,cauchy,aocqs,0.31,10,3
4,100,500,0,0.25,cauchy,cocqs,0.31,84,1
4,100,500,0,0.5,normal,cqcs,0.22,3,3
4,100,500,0,0.5,normal,aocqs,0.22,3,3
4,100,500,0,0.5,normal,cocqs,0.22,3,3
4,100,500,0,0.5,cauchy,cqcs,0.31,3,3
4,100,500,0,0.5,cauchy,aocqs,0.31,3,3
4,100,500,0,0.5,cauchy,cocqs,0.31,106,2
4,100,500,0,0.75,normal,cqcs,0.22,3,3
4,100,500,0,0.75,normal,aocqs,0.22,3,3
4,100,500,0,0.75,normal,cocqs,0.22,13,3
4,100,500,0,0.75,cauchy,cqcs,0.31,5,3
4,100,500,0,0.75,cauchy,aocqs,0.31,7,3
4,100,500,0,0.75,cauchy,cocqs,0.31,103,2
4,100,500,1,0.25,normal,cqcs,0.29,19,3
4,100,500,1,0.25,normal,aocqs,0.29,19,3
4,100,500,1,0.25,normal,cocqs,0.29,263,1
4,100,500,1,0.25,cauchy,cqcs,0.36,16,3
4,100,500,1,0.25,cauchy,aocqs,0.36,16,3
4,100,500,1,0.25,cauchy,cocqs,0.36,378,1
4,100,500,1,0.5,normal,cqcs,0.23,8,3
4,100,500,1,0.5,normal,aocqs,0.23,8,3
4,100,500,1,0.5,normal,cocqs,0.23,353,1
4,100,500,1,0.5,cauchy,cqcs,0.28,9,3
4,100,500,1,0.5,cauchy,aocqs,0.28,9,3
4,100,500,1,0.5,cauchy,cocqs,0.28,446,1
4,100,500,1,0.75,normal,cqcs,0.2,200,2
4,100,500,1,0.75,normal,aocqs,0.2,228,2
4,100,500,1,0.75,normal,cocqs,0.2,443,1
4,100,500,1,0.75,cauchy,cqcs,0.27,186,1
4,100,500,1,0.75,cauchy,aocqs,0.27,211,1
4,100,500,1,0.75,cauchy,cocqs,0.27,409,1
4,200,100,0,0.25,normal,cqcs,0.27,3,3
4,200,100,0,0.25,normal,aocqs,0.27,3,3
4,200,100,0,0.25,normal,cocqs,0.27,3,3
4,200,100,0,0.25,cauchy,cqcs,0.325,4,3
4,200,100,0,0.25,cauchy,aocqs,0.325,4,3
4,200,100,0,0.25,cauchy,cocqs,0.325,93,2
4,200,100,0,0.5,normal,cqcs,0.27,3,3
4,200,100,0,0.5,normal,aocqs,0.27,3,3
4,200,100,0,0.5,normal,cocqs,0.27,3,3
4,200,100,0,0.5,cauchy,cqcs,0.325,3,3
4,200,100,0,0.5,cauchy,aocqs,0.325,3,3
4,200,100,0,0.5,cauchy,cocqs,0.325,12,3
4,200,100,0,0.75,normal,cqcs,0.27,3,3
4,200,100,0,0.75,normal,aocqs,0.27,3,3
4,200,100,0,0.75,normal,cocqs,0.27,34,3
4,200,100,0,0.75,cauchy,cqcs,0.325,3,3
4,200,100,0,0.75,cauchy,aocqs,0.325,6,3
4,200,100,0,0.75,cauchy,cocqs,0.325,14,3
4,200,100,1,0.25,normal,cqcs,0.275,3,3
4,200,100,1,0.25,normal,aocqs,0.275,3,3
4,200,100,1,0.25,normal,cocqs,0.275,7,3
4,200,100,1,0.25,cauchy,cqcs,0.365,5,3
4,200,100,1,0.25,cauchy,aocqs,0.365,5,3
4,200,100,1,0.25,cauchy,cocqs,0.365,44,2
4,200,100,1,0.5,normal,cqcs,0.24,3,3
4,200,100,1,0.5,normal,aocqs,0.24,3,3
4,200,100,1,0.5,normal,cocqs,0.24,25,3
4,200,100,1,0.5,cauchy,cqcs,0.33,3,3
4,200,100,1,0.5,cauchy,aocqs,0.33,5,3
4,200,100,1,0.5,cauchy,cocqs,0.33,59,2
4,200,100,1,0.75,normal,cqcs,0.225,3,3
4,200,100,1,0.75,normal,aocqs,0.225,4,3
4,200,100,1,0.75,normal,cocqs,0.225,85,2
4,200,100,1,0.75,cauchy,cqcs,0.295,8,3
4,200,100,1,0.75,cauchy,aocqs,0.295,9,3
4,200,100,1,0.75,cauchy,cocqs,0.295,89,2
4,200,200,0,0.25,normal,cqcs,0.235,3,3
4,200,200,0,0.25,normal,aocqs,0.235,3,3
4,200,200,0,0.25,normal,cocqs,0.235,3,3
4,200,200,0,0.25,cauchy,cqcs,0.295,3,3
4,200,200,0,0.25,cauchy,aocqs,0.295,3,3
4,200,200,0,0.25,cauchy,cocqs,0.295,55,2
4,200,200,0,0.5,normal,cqcs,0.235,3,3
4,200,200,0,0.5,normal,aocqs,0.235,3,3
4,200,200,0,0.5,normal,cocqs,0.235,26,3
4,200,200,0,0.5,cauchy,cqcs,0.295,3,3
4,200,200,0,0.5,cauchy,aocqs,0.295,3,3
4,200,200,0,0.5,cauchy,cocqs,0.295,9,3
4,200,200,0,0.75,normal,cqcs,0.235,3,3
4,200,200,0,0.75,normal,aocqs,0.235,3,3
4,200,200,0,0.75,normal,cocqs,0.235,10,3
4,200,200,0,0.75,cauchy,cqcs,0.295,3,3
4,200,200,0,0.75,cauchy,aocqs,0.295,7,3
4,200,200,0,0.75,cauchy,cocqs,0.295,103,2
4,200,200,1,0.25,normal,cqcs,0.28,3,3
4,200,200,1,0.25,normal,aocqs,0.28,3,3
4,200,200,1,0.25,normal,cocqs,0.28,50,2
4,200,200,1,0.25,cauchy,cqcs,0.345,4,3
4,200,200,1,0.25,cauchy,aocqs,0.345,4,3
4,200,200,1,0.25,cauchy,cocqs,0.345,86,2
4,200,200,1,0.5,normal,cqcs,0.25,3,3
4,200,200,1,0.5,normal,aocqs,0.25,3,3
4,200,200,1,0.5,normal,cocqs,0.25,89,2
4,200,200,1,0.5,cauchy,cqcs,0.285,3,3
4,200,200,1,0.5,cauchy,aocqs,0.285,3,3
4,200,200,1,0.5,cauchy,cocqs,0.285,112,2
4,200,200,1,0.75,normal,cqcs,0.225,3,3
4,200,200,1,0.75,normal,aocqs,0.225,5,3
4,200,200,1,0.75,normal,cocqs,0.225,198,1
4,200,200,1,0.75,cauchy,cqcs,0.3,35,3
4,200,200,1,0.75,cauchy,aocqs,0.3,105,1
4,200,200,1,0.75,cauchy,cocqs,0.3,130,1
4,200,500,0,0.25,normal,cqcs,0.245,3,3
4,200,500,0,0.25,normal,aocqs,0.245,3,3
4,200,500,0,0.25,normal,cocqs,0.245,5,3
4,200,500,0,0.25,cauchy,cqcs,0.225,5,3
4,200,500,0,0.25,cauchy,aocqs,0.225,5,3
4,200,500,0,0.25,cauchy,cocqs,0.225,49,2
4,200,500,0,0.5,normal,cqcs,0.245,3,3
4,200,500,0,0.5,normal,aocqs,0.245,3,3
4,200,500,0,0.5,normal,cocqs,0.245,3,3
4,200,500,0,0.5,cauchy,cqcs,0.225,3,3
4,200,500,0,0.5,cauchy,aocqs,0.225,3,3
4,200,500,0,0.5,cauchy,cocqs,0.225,5,3
4,200,500,0,0.75,normal,cqcs,0.245,3,3
4,200,500,0,0.75,normal,aocqs,0.245,3,3
4,200,500,0,0.75,normal,cocqs,0.245,5,3
4,200,500,0,0.75,cauchy,cqcs,0.225,3,3
4,200,500,0,0.75,cauchy,aocqs,0.225,6,3
4,200,500,0,0.75,cauchy,cocqs,0.225,17,3
4,200,500,1,0.25,normal,cqcs,0.315,4,3
4,200,500,1,0.25,normal,aocqs,0.315,4,3
4,200,500,1,0.25,normal,cocqs,0.315,50,2
4,200,500,1,0.25,cauchy,cqcs,0.305,3,3
4,200,500,1,0.25,cauchy,aocqs,0.305,3,3
4,200,500,1,0.25,cauchy,cocqs,0.305,411,2
4,200,500,1,0.5,normal,cqcs,0.275,3,3
4,200,500,1,0.5,normal,aocqs,0.275,3,3
4,200,500,1,0.5,normal,cocqs,0.275,297,1
4,200,500,1,0.5,cauchy,cqcs,0.235,4,3
4,200,500,1,0.5,cauchy,aocqs,0.235,4,3
4,200,500,1,0.5,cauchy,cocqs,0.235,188,1
4,200,500,1,0.75,normal,cqcs,0.235,11,3
4,200,500,1,0.75,normal,aocqs,0.235,44,2
4,200,500,1,0.75,normal,cocqs,0.235,491,1
4,200,500,1,0.75,cauchy,cqcs,0.215,100,2
4,200,500,1,0.75,cauchy,aocqs,0.215,240,2
4,200,500,1,0.75,cauchy,cocqs,0.215,435,1
5,100,100,0,0.25,normal,cqcs,0.23,3,3
5,100,100,0,0.25,normal,aocqs,0.23,3,3
5,100,100,0,0.25,normal,cocqs,0.23,6,3
5,100,100,0,0.25,cauchy,cqcs,0.31,13,3
5,100,100,0,0.25,cauchy,aocqs,0.31,13,3
5,100,100,0,0.25,cauchy,cocqs,0.31,56,1
5,100,100,0,0.5,normal,cqcs,0.23,3,3
5,100,100,0,0.5,normal,aocqs,0.23,3,3
5,100,100,0,0.5,normal,cocqs,0.23,4,3
5,100,100,0,0.5,cauchy,cqcs,0.31,10,3
5,100,100,0,0.5,cauchy,aocqs,0.31,10,3
5,100,100,0,0.5,cauchy,cocqs,0.31,81,1
5,100,100,0,0.75,normal,cqcs,0.23,5,3
5,100,100,0,0.75,normal,aocqs,0.23,10,3
5,100,100,0,0.75,normal,cocqs,0.23,13,3
5,100,100,0,0.75,cauchy,cqcs,0.31,22,2
5,100,100,0,0.75,cauchy,aocqs,0.31,91,2
5,100,100,0,0.75,cauchy,cocqs,0.31,97,1
5,100,100,1,0.25,normal,cqcs,0.31,5,3
5,100,100,1,0.25,normal,aocqs,0.31,5,3
5,100,100,1,0.25,normal,cocqs,0.31,7,3
5,100,100,1,0.25,cauchy,cqcs,0.31,42,2
5,100,100,1,0.25,cauchy,aocqs,0.31,42,2
5,100,100,1,0.25,cauchy,cocqs,0.31,71,1
5,100,100,1,0.5,normal,cqcs,0.24,5,3
5,100,100,1,0.5,normal,aocqs,0.24,5,3
5,100,100,1,0.5,normal,cocqs,0.24,26,2
5,100,100,1,0.5,cauchy,cqcs,0.29,21,3
5,100,100,1,0.5,cauchy,aocqs,0.29,21,3
5,100,100,1,0.5,cauchy,cocqs,0.29,90,1
5,100,100,1,0.75,normal,cqcs,0.19,10,3
5,100,100,1,0.75,normal,aocqs,0.19,30,2
5,100,100,1,0.75,normal,cocqs,0.19,46,1
5,100,100,1,0.75,cauchy,cqcs,0.28,94,2
5,100,100,1,0.75,cauchy,aocqs,0.28,28,2
5,100,100,1,0.75,cauchy,cocqs,0.28,79,1
5,100,200,0,0.25,normal,cqcs,0.23,6,3
5,100,200,0,0.25,normal,aocqs,0.23,6,3
5,100,200,0,0.25,normal,cocqs,0.23,22,2
5,100,200,0,0.25,cauchy,cqcs,0.3,39,2
5,100,200,0,0.25,cauchy,aocqs,0.3,39,2
5,100,200,0,0.25,cauchy,cocqs,0.3,148,0
5,100,200,0,0.5,normal,cqcs,0.23,3,3
5,100,200,0,0.5,normal,aocqs,0.23,3,3
5,100,200,0,0.5,normal,cocqs,0.23,16,3
5,100,200,0,0.5,cauchy,cqcs,0.3,7,3
5,100,200,0,0.5,cauchy,aocqs,0.3,6,3
5,100,200,0,0.5,cauchy,cocqs,0.3,185,2
5,100,200,0,0.75,normal,cqcs,0.23,4,3
5,100,200,0,0.75,normal,aocqs,0.23,21,3
5,100,200,0,0.75,normal,cocqs,0.23,24,2
5,100,200,0,0.75,cauchy,cqcs,0.3,18,3
5,100,200,0,0.75,cauchy,aocqs,0.3,63,2
5,100,200,0,0.75,cauchy,cocqs,0.3,116,1
5,100,200,1,0.25,normal,cqcs,0.31,32,2
5,100,200,1,0.25,normal,aocqs,0.31,32,2
5,100,200,1,0.25,normal,cocqs,0.31,120,1
5,100,200,1,0.25,cauchy,cqcs,0.35,9,3
5,100,200,1,0.25,cauchy,aocqs,0.35,9,3
5,100,200,1,0.25,cauchy,cocqs,0.35,117,1
5,100,200,1,0.5,normal,cqcs,0.26,11,3
5,100,200,1,0.5,normal,aocqs,0.26,11,3
5,100,200,1,0.5,normal,cocqs,0.26,152,1
5,100,200,1,0.5,cauchy,cqcs,0.25,32,2
5,100,200,1,0.5,cauchy,aocqs,0.25,32,2
5,100,200,1,0.5,cauchy,cocqs,0.25,199,1
5,100,200,1,0.75,normal,cqcs,0.2,176,2
5,100,200,1,0.75,normal,aocqs,0.2,198,2
5,100,200,1,0.75,normal,cocqs,0.2,102,1
5,100,200,1,0.75,cauchy,cqcs,0.25,166,2
5,100,200,1,0.75,cauchy,aocqs,0.25,188,2
5,100,200,1,0.75,cauchy,cocqs,0.25,176,1
5,100,500,0,0.25,normal,cqcs,0.21,6,3
5,100,500,0,0.25,normal,aocqs,0.21,6,3
5,100,500,0,0.25,normal,cocqs,0.21,8,3
5,100,500,0,0.25,cauchy,cqcs,0.3,494,2
5,100,500,0,0.25,cauchy,aocqs,0.3,494,2
5,100,500,0,0.25,cauchy,cocqs,0.3,153,0
5,100,500,0,0.5,normal,cqcs,0.21,3,3
5,100,500,0,0.5,normal,aocqs,0.21,3,3
5,100,500,0,0.5,normal,cocqs,0.21,4,3
5,100,500,0,0.5,cauchy,cqcs,0.3,25,2
5,100,500,0,0.5,cauchy,aocqs,0.3,25,2
5,100,500,0,0.5,cauchy,cocqs,0.3,37,2
5,100,500,0,0.75,normal,cqcs,0.21,3,3
5,100,500,0,0.75,normal,aocqs,0.21,13,3
5,100,500,0,0.75,normal,cocqs,0.21,31,1
5,100,500,0,0.75,cauchy,cqcs,0.3,67,2
5,100,500,0,0.75,cauchy,aocqs,0.3,413,1
5,100,500,0,0.75,cauchy,cocqs,0.3,313,1
5,100,500,1,0.25,normal,cqcs,0.28,18,3
5,100,500,1,0.25,normal,aocqs,0.28,18,3
5,100,500,1,0.25,normal,cocqs,0.28,436,1
5,100,500,1,0.25,cauchy,cqcs,0.3,219,1
5,100,500,1,0.25,cauchy,aocqs,0.3,219,1
5,100,500,1,0.25,cauchy,cocqs,0.3,179,1
5,100,500,1,0.5,normal,cqcs,0.19,22,2
5,100,500,1,0.5,normal,aocqs,0.19,22,2
